Altitude,Speed,Radar_Cross_Section,Acoustic_Signature,Thermal_Signature,RF_Signal_Strength,Target_Type
94.74,10.64,0.04,13.23,39.99,0.0,Bird
778.66,31.05,5.79,87.23,91.32,92.59,Drone Swarm
132.22,9.21,0.03,15.44,40.02,0.0,Bird
421.37,26.23,0.26,51.46,62.43,34.81,Single Drone
524.02,13.34,0.23,54.3,61.37,39.21,Single Drone
321.83,42.31,0.32,44.08,58.96,28.6,Single Drone
206.44,21.99,3.38,85.73,85.76,102.34,Drone Swarm
754.6,13.55,0.13,45.91,50.75,57.47,Single Drone
615.64,16.26,0.28,41.26,45.3,58.66,Single Drone
320.95,20.79,0.31,52.25,51.52,23.77,Single Drone
250.93,26.65,0.43,67.99,61.96,43.5,Single Drone
960.93,33.09,0.36,62.4,52.4,28.94,Single Drone
447.45,35.84,5.99,79.19,73.25,83.58,Drone Swarm
51.01,7.09,0.01,11.48,37.76,0.0,Bird
963.96,20.78,0.25,58.15,52.36,22.14,Single Drone
183.72,21.5,0.03,13.2,39.84,0.0,Bird
188.69,22.37,0.04,18.32,40.38,0.0,Bird
693.03,45.27,0.18,41.92,59.02,45.67,Single Drone
103.6,16.89,0.03,17.23,40.91,0.0,Bird
790.96,30.11,5.65,90.84,98.02,88.15,Drone Swarm
92.62,42.78,0.46,50.18,48.32,55.0,Single Drone
968.23,19.72,0.24,63.57,52.73,26.66,Single Drone
927.54,42.29,0.32,48.52,47.51,45.36,Single Drone
658.42,19.85,0.45,54.93,52.76,28.18,Single Drone
105.6,22.34,0.04,14.3,40.92,0.0,Bird
206.42,18.7,2.93,90.18,93.38,96.22,Drone Swarm
334.93,41.94,0.48,66.14,46.86,47.16,Single Drone
128.91,5.8,0.01,14.83,40.16,0.0,Bird
158.27,49.23,0.41,53.72,55.59,49.59,Single Drone
947.8,33.8,3.99,95.99,77.31,72.73,Drone Swarm
72.22,17.47,0.04,19.33,37.66,0.0,Bird
145.06,32.98,4.31,90.21,86.97,76.56,Drone Swarm
49.22,20.77,0.04,12.0,40.97,0.0,Bird
114.64,47.95,0.47,48.11,59.71,58.96,Single Drone
78.99,11.11,0.04,20.21,39.74,0.0,Bird
151.29,36.41,4.84,93.93,82.27,77.44,Drone Swarm
524.25,44.25,5.69,102.68,87.64,111.5,Drone Swarm
707.13,35.77,0.35,61.08,45.38,50.92,Single Drone
702.05,14.78,5.3,106.71,88.9,78.46,Drone Swarm
139.03,21.52,0.03,18.6,38.26,0.0,Bird
629.84,41.47,0.29,40.01,64.24,52.85,Single Drone
971.57,49.06,0.39,54.99,63.87,30.52,Single Drone
391.23,23.81,3.52,82.65,70.78,71.52,Drone Swarm
440.57,42.48,0.25,53.87,63.77,44.89,Single Drone
95.6,8.63,0.04,23.48,37.41,0.0,Bird
367.72,42.59,0.18,66.11,64.06,50.29,Single Drone
151.8,42.23,2.78,88.1,89.31,112.54,Drone Swarm
477.62,36.28,4.05,103.88,89.68,80.1,Drone Swarm
414.59,18.14,5.35,75.83,72.66,86.91,Drone Swarm
866.22,37.76,3.27,88.04,84.09,97.15,Drone Swarm
843.06,29.15,3.95,99.94,83.48,100.43,Drone Swarm
38.98,19.75,0.05,28.77,37.35,0.0,Bird
120.84,17.73,0.05,21.54,41.38,0.0,Bird
298.07,35.28,4.34,81.75,78.56,109.13,Drone Swarm
595.71,31.82,3.42,75.91,86.04,75.48,Drone Swarm
97.78,6.33,0.05,12.37,39.46,0.0,Bird
604.64,24.47,2.34,87.15,85.42,84.02,Drone Swarm
251.75,29.3,2.56,95.48,92.22,106.47,Drone Swarm
290.99,39.67,2.31,102.04,84.06,119.5,Drone Swarm
76.28,6.16,0.01,29.8,39.56,0.0,Bird
125.28,10.93,0.05,29.67,37.95,0.0,Bird
692.25,25.71,2.22,92.52,85.12,96.1,Drone Swarm
156.21,31.72,3.67,105.95,78.78,116.11,Drone Swarm
30.91,21.19,0.03,19.18,41.5,0.0,Bird
648.2,23.35,0.2,41.22,64.73,51.06,Single Drone
949.92,36.74,5.46,77.44,90.88,119.64,Drone Swarm
379.42,10.52,4.25,85.11,92.85,104.86,Drone Swarm
163.18,16.16,0.04,25.92,38.51,0.0,Bird
83.95,21.88,0.02,27.16,41.74,0.0,Bird
768.63,38.93,0.28,51.55,57.1,29.27,Single Drone
924.51,14.27,0.16,53.47,45.61,40.14,Single Drone
65.23,13.1,0.16,51.21,50.37,38.41,Single Drone
768.52,30.87,3.2,103.31,73.92,118.32,Drone Swarm
24.77,14.27,0.04,27.72,37.67,0.0,Bird
926.51,23.33,0.31,47.71,62.05,21.51,Single Drone
150.2,11.74,0.05,25.03,41.75,0.0,Bird
42.91,22.37,0.01,22.65,41.1,0.0,Bird
155.01,38.39,1.66,109.41,87.93,72.9,Drone Swarm
690.49,11.38,1.6,108.21,75.48,117.79,Drone Swarm
57.84,14.23,0.05,10.22,39.78,0.0,Bird
982.31,22.44,5.31,101.94,83.54,82.72,Drone Swarm
26.22,19.13,0.02,26.08,39.98,0.0,Bird
279.58,37.44,0.25,67.04,45.39,41.01,Single Drone
461.42,19.97,4.29,93.31,84.63,91.01,Drone Swarm
131.11,15.83,0.02,16.42,39.93,0.0,Bird
678.28,36.03,0.45,63.78,47.01,33.31,Single Drone
471.46,38.4,1.63,107.95,87.12,79.14,Drone Swarm
692.39,20.05,0.39,56.12,63.9,37.28,Single Drone
29.34,24.84,0.03,21.02,41.15,0.0,Bird
271.24,41.61,0.13,52.84,64.34,49.02,Single Drone
134.95,24.02,0.04,20.3,38.54,0.0,Bird
466.14,42.31,0.46,48.31,56.91,53.53,Single Drone
941.27,15.43,0.3,55.6,64.08,26.82,Single Drone
256.58,17.65,0.5,44.25,50.13,38.37,Single Drone
25.87,18.66,0.02,11.07,40.65,0.0,Bird
611.68,18.48,5.76,97.82,86.88,93.61,Drone Swarm
355.3,12.86,1.99,83.82,86.39,79.1,Drone Swarm
69.09,23.89,0.03,24.02,38.09,0.0,Bird
115.29,11.68,0.03,27.96,39.17,0.0,Bird
124.6,13.2,0.02,17.86,38.02,0.0,Bird
136.07,13.64,0.04,10.65,41.77,0.0,Bird
128.44,48.03,0.19,43.78,60.1,36.56,Single Drone
266.41,28.46,4.36,85.66,94.9,96.46,Drone Swarm
233.16,44.51,1.99,109.85,88.45,84.54,Drone Swarm
792.69,46.49,0.34,62.31,62.47,38.59,Single Drone
15.8,12.94,0.03,11.34,39.7,0.0,Bird
271.37,17.19,0.24,56.97,48.95,50.14,Single Drone
843.23,40.44,0.35,52.17,57.91,50.0,Single Drone
32.92,6.39,0.01,14.37,40.76,0.0,Bird
444.93,36.5,3.39,106.09,71.24,113.27,Drone Swarm
65.95,22.72,0.04,24.57,38.64,0.0,Bird
729.89,12.25,2.15,81.68,99.33,94.46,Drone Swarm
219.32,27.52,2.9,109.57,78.05,87.5,Drone Swarm
744.78,36.0,2.98,99.11,90.08,93.6,Drone Swarm
933.9,21.61,5.0,90.47,71.05,105.2,Drone Swarm
10.88,7.43,0.02,17.25,38.44,0.0,Bird
864.71,31.19,3.49,82.52,95.09,81.88,Drone Swarm
423.95,35.93,0.12,61.61,63.27,34.95,Single Drone
289.71,22.11,0.24,47.12,61.0,59.28,Single Drone
92.07,23.31,0.01,11.37,38.49,0.0,Bird
188.79,28.14,0.42,46.92,64.9,49.96,Single Drone
876.06,26.09,0.25,49.16,60.84,21.14,Single Drone
443.37,37.25,1.79,100.25,85.82,70.01,Drone Swarm
700.49,22.69,0.3,42.64,54.46,56.18,Single Drone
138.37,19.23,0.27,66.5,48.39,20.45,Single Drone
279.52,40.67,0.22,69.58,61.88,53.55,Single Drone
880.54,11.85,1.95,106.1,86.31,100.22,Drone Swarm
152.75,31.51,2.88,82.93,99.8,101.43,Drone Swarm
978.58,28.33,0.48,55.93,48.25,35.08,Single Drone
940.29,25.3,1.65,103.79,90.12,119.84,Drone Swarm
83.75,23.25,0.01,25.92,37.3,0.0,Bird
192.4,42.34,2.26,92.51,70.02,89.08,Drone Swarm
732.52,12.6,2.52,81.54,77.35,107.84,Drone Swarm
934.14,16.19,0.3,54.56,52.58,21.86,Single Drone
85.72,19.85,0.05,19.48,39.94,0.0,Bird
140.8,19.56,0.01,11.91,40.64,0.0,Bird
243.79,14.82,0.2,42.57,54.08,47.26,Single Drone
948.43,42.95,0.28,52.8,49.53,50.48,Single Drone
149.43,40.89,0.32,49.4,60.4,47.15,Single Drone
384.81,15.8,4.74,105.84,94.28,117.36,Drone Swarm
281.65,21.88,4.51,90.31,90.63,118.64,Drone Swarm
171.93,38.27,0.17,42.1,51.74,56.04,Single Drone
71.78,14.35,0.03,23.6,37.3,0.0,Bird
822.45,32.64,5.88,91.58,77.19,84.08,Drone Swarm
45.45,7.33,0.04,10.5,40.36,0.0,Bird
236.66,28.2,0.3,60.31,50.07,40.13,Single Drone
11.32,12.45,0.05,29.03,38.48,0.0,Bird
838.44,23.61,0.46,40.13,49.2,31.24,Single Drone
666.25,30.49,0.4,49.11,52.1,51.36,Single Drone
172.58,13.03,0.04,20.63,37.28,0.0,Bird
254.71,33.81,4.18,109.77,93.28,98.37,Drone Swarm
71.36,21.03,0.03,11.37,40.15,0.0,Bird
176.72,10.16,0.03,15.19,39.83,0.0,Bird
460.46,46.74,0.45,55.35,64.91,30.22,Single Drone
287.26,22.0,0.21,68.01,57.02,53.87,Single Drone
93.89,5.1,0.01,21.27,38.18,0.0,Bird
98.1,17.07,0.03,23.18,40.68,0.0,Bird
73.41,24.25,0.46,56.26,51.81,48.2,Single Drone
55.37,16.1,2.64,87.72,83.76,72.13,Drone Swarm
277.04,11.22,5.5,104.45,92.07,96.29,Drone Swarm
968.37,16.96,0.47,69.36,57.67,30.12,Single Drone
177.71,45.25,0.49,65.24,63.04,59.13,Single Drone
105.29,7.1,0.03,26.43,39.91,0.0,Bird
179.15,13.97,0.03,18.47,39.82,0.0,Bird
400.29,37.09,0.43,65.54,60.13,48.1,Single Drone
71.5,8.5,0.03,26.54,38.85,0.0,Bird
176.71,21.54,3.33,88.45,93.28,96.28,Drone Swarm
489.37,21.68,5.89,92.84,83.16,92.62,Drone Swarm
526.85,31.77,0.15,40.73,58.97,39.02,Single Drone
910.22,11.81,2.79,102.71,94.58,107.44,Drone Swarm
828.21,36.75,5.75,94.7,81.79,73.49,Drone Swarm
580.26,43.87,0.46,54.42,49.4,41.07,Single Drone
179.59,10.31,0.01,14.97,37.72,0.0,Bird
700.21,33.19,0.21,55.45,62.15,34.38,Single Drone
239.74,36.78,5.81,99.13,92.26,102.34,Drone Swarm
74.22,19.05,0.02,13.67,40.67,0.0,Bird
99.16,21.33,2.72,103.98,94.63,117.52,Drone Swarm
587.53,13.7,4.85,108.66,95.04,118.51,Drone Swarm
587.02,24.7,1.75,75.61,86.55,78.86,Drone Swarm
834.94,20.85,5.63,109.94,86.39,76.01,Drone Swarm
917.57,22.75,0.3,42.84,45.12,49.1,Single Drone
168.99,24.64,0.33,65.84,48.42,46.45,Single Drone
931.81,26.56,2.99,87.3,90.12,116.85,Drone Swarm
147.96,19.18,0.05,14.4,41.14,0.0,Bird
879.86,46.38,0.43,40.57,47.31,25.15,Single Drone
210.7,31.62,0.49,48.46,61.71,51.45,Single Drone
521.05,26.92,3.01,100.18,93.93,104.78,Drone Swarm
190.41,6.91,0.04,17.43,38.56,0.0,Bird
274.88,13.32,0.11,44.02,55.34,44.89,Single Drone
109.88,19.75,2.09,102.53,87.68,103.93,Drone Swarm
97.43,17.06,4.21,106.11,91.93,115.17,Drone Swarm
349.85,46.62,0.17,57.12,50.29,23.29,Single Drone
805.35,21.42,0.1,52.11,56.46,33.64,Single Drone
192.6,17.26,0.05,18.15,37.22,0.0,Bird
234.23,20.42,2.91,92.54,88.25,115.29,Drone Swarm
65.78,10.83,0.03,23.77,41.7,0.0,Bird
57.96,14.01,0.03,22.55,39.55,0.0,Bird
620.55,19.35,0.33,43.28,61.67,55.8,Single Drone
98.46,6.76,0.05,17.76,41.36,0.0,Bird
724.87,27.82,2.27,108.56,86.07,75.08,Drone Swarm
19.82,5.63,0.04,18.67,37.4,0.0,Bird
176.62,12.09,0.43,45.57,55.89,24.86,Single Drone
986.87,12.08,0.12,52.06,61.57,50.3,Single Drone
113.11,19.75,0.04,15.35,37.51,0.0,Bird
703.58,15.47,3.66,76.11,94.07,118.7,Drone Swarm
147.23,6.98,0.02,25.05,38.58,0.0,Bird
113.92,19.29,0.25,43.82,60.22,34.14,Single Drone
386.36,18.94,0.16,62.3,59.96,54.09,Single Drone
597.66,39.65,0.31,45.12,58.91,27.14,Single Drone
161.01,22.88,0.04,20.38,40.51,0.0,Bird
164.62,11.82,0.05,10.6,37.03,0.0,Bird
875.87,20.11,2.76,101.95,86.44,103.69,Drone Swarm
746.5,10.29,0.23,64.9,47.25,43.13,Single Drone
119.03,33.81,0.24,45.39,54.52,30.67,Single Drone
737.93,14.71,3.92,79.42,79.21,89.15,Drone Swarm
876.17,16.29,0.24,57.05,57.6,39.06,Single Drone
183.82,7.56,0.05,28.65,38.89,0.0,Bird
932.13,17.64,0.31,55.39,52.11,52.11,Single Drone
23.53,9.94,0.04,26.3,39.56,0.0,Bird
323.14,11.5,0.3,65.57,62.53,24.28,Single Drone
659.54,13.89,2.5,104.03,92.96,89.9,Drone Swarm
306.15,47.55,0.24,54.87,46.78,28.8,Single Drone
825.16,28.57,0.23,69.76,58.52,57.69,Single Drone
916.02,24.53,5.38,81.29,76.77,98.59,Drone Swarm
188.57,9.3,0.04,28.18,39.22,0.0,Bird
30.5,12.0,0.03,18.67,37.14,0.0,Bird
184.31,27.11,0.4,51.66,59.72,55.51,Single Drone
39.5,5.86,0.03,18.26,38.78,0.0,Bird
122.16,11.11,0.02,10.79,41.42,0.0,Bird
389.13,44.27,2.32,109.36,76.09,89.0,Drone Swarm
174.3,15.78,0.05,18.79,37.9,0.0,Bird
111.2,12.99,0.05,28.41,38.64,0.0,Bird
135.4,23.74,0.05,20.71,40.16,0.0,Bird
395.23,21.89,0.25,68.08,45.0,54.99,Single Drone
240.87,34.07,0.35,57.89,64.52,57.86,Single Drone
168.64,16.23,0.04,13.62,38.71,0.0,Bird
529.28,31.2,0.17,45.12,51.01,48.32,Single Drone
60.64,41.19,2.49,101.46,93.57,86.28,Drone Swarm
624.82,27.53,4.8,85.44,70.4,96.32,Drone Swarm
479.94,28.48,4.46,90.04,74.59,109.79,Drone Swarm
191.91,34.86,0.14,67.96,49.34,42.56,Single Drone
79.21,21.01,0.02,15.71,37.91,0.0,Bird
113.68,27.28,4.19,93.81,90.41,73.44,Drone Swarm
55.52,21.74,0.02,14.97,37.0,0.0,Bird
896.58,38.54,0.35,49.88,46.76,53.16,Single Drone
631.7,36.72,4.51,91.57,87.21,116.17,Drone Swarm
164.77,17.48,0.03,29.36,37.34,0.0,Bird
592.31,17.6,0.21,54.59,64.52,36.68,Single Drone
679.12,46.83,0.5,55.62,49.84,23.64,Single Drone
61.68,39.89,2.08,82.85,87.29,115.31,Drone Swarm
79.61,24.42,0.01,16.65,41.13,0.0,Bird
388.96,31.86,5.44,98.92,83.75,71.72,Drone Swarm
55.15,22.44,0.03,26.49,41.79,0.0,Bird
96.12,18.12,0.02,22.24,41.04,0.0,Bird
44.47,20.22,0.01,28.3,37.62,0.0,Bird
628.25,18.18,5.87,104.26,77.56,95.57,Drone Swarm
445.27,11.98,4.94,104.36,75.18,82.95,Drone Swarm
164.43,22.36,0.03,29.62,39.05,0.0,Bird
138.76,15.95,3.43,87.84,77.57,113.78,Drone Swarm
36.46,24.52,0.05,15.43,41.31,0.0,Bird
161.97,12.11,0.02,15.32,41.4,0.0,Bird
140.24,27.61,2.42,109.99,96.52,84.74,Drone Swarm
778.29,44.28,2.4,85.16,75.59,97.11,Drone Swarm
24.91,22.9,0.04,23.13,41.7,0.0,Bird
108.86,5.87,0.03,16.05,40.34,0.0,Bird
374.49,40.53,0.16,65.92,50.07,47.21,Single Drone
398.34,34.62,0.34,59.29,52.6,30.07,Single Drone
108.1,19.28,0.01,17.45,39.38,0.0,Bird
113.1,12.01,0.02,26.07,39.88,0.0,Bird
31.82,12.35,0.05,16.9,39.2,0.0,Bird
161.09,11.79,0.01,17.39,41.14,0.0,Bird
622.76,25.11,4.57,80.19,93.48,114.19,Drone Swarm
128.61,7.74,0.04,27.69,41.01,0.0,Bird
539.77,13.54,2.64,90.52,90.39,70.61,Drone Swarm
399.84,45.76,0.27,44.58,58.8,30.98,Single Drone
59.29,11.54,0.02,21.46,40.71,0.0,Bird
244.04,40.69,0.12,57.55,53.46,34.98,Single Drone
454.16,20.95,1.88,107.75,96.67,73.66,Drone Swarm
968.29,23.16,0.37,40.11,49.65,30.77,Single Drone
568.72,12.6,4.71,100.05,81.7,74.85,Drone Swarm
136.1,5.48,0.03,29.48,39.38,0.0,Bird
50.34,5.79,0.02,17.06,37.97,0.0,Bird
87.66,21.81,0.03,26.55,38.19,0.0,Bird
95.66,8.48,0.03,11.01,38.23,0.0,Bird
695.84,23.57,5.86,79.92,93.84,72.41,Drone Swarm
18.59,8.92,0.04,27.05,39.75,0.0,Bird
143.83,44.02,2.13,82.87,79.22,108.93,Drone Swarm
27.34,22.37,0.03,10.81,39.77,0.0,Bird
923.55,24.61,5.97,89.97,73.83,111.93,Drone Swarm
310.91,38.82,2.34,77.87,89.25,105.96,Drone Swarm
800.42,31.39,3.29,84.75,87.24,76.03,Drone Swarm
104.52,35.13,0.49,56.54,63.55,41.82,Single Drone
173.36,26.72,0.4,53.47,56.25,57.38,Single Drone
123.12,44.78,0.23,52.54,58.99,41.46,Single Drone
129.5,24.39,0.05,10.62,39.87,0.0,Bird
799.87,36.56,3.24,94.7,72.1,93.6,Drone Swarm
683.88,31.49,5.71,108.94,85.33,115.48,Drone Swarm
915.56,26.25,0.33,45.4,46.43,31.63,Single Drone
811.15,16.07,2.12,93.17,78.97,71.45,Drone Swarm
114.86,21.38,0.04,21.61,37.77,0.0,Bird
27.8,13.65,0.01,11.67,41.49,0.0,Bird
851.79,12.09,0.43,42.49,50.78,43.56,Single Drone
429.33,32.98,2.37,90.39,97.28,104.1,Drone Swarm
124.21,9.99,0.01,23.48,40.4,0.0,Bird
362.91,30.69,0.37,42.56,64.58,31.79,Single Drone
87.7,15.53,0.02,19.68,40.61,0.0,Bird
178.66,24.04,0.05,22.49,37.48,0.0,Bird
63.31,22.13,0.41,60.9,56.16,28.55,Single Drone
57.37,8.48,0.02,18.69,40.32,0.0,Bird
927.87,31.85,4.37,82.31,95.46,97.24,Drone Swarm
104.48,18.56,0.04,21.69,37.47,0.0,Bird
180.26,24.11,0.03,14.95,39.63,0.0,Bird
279.76,23.88,2.61,99.73,88.73,107.81,Drone Swarm
173.68,37.26,4.51,76.5,72.31,101.67,Drone Swarm
311.79,15.83,0.34,50.94,61.28,25.45,Single Drone
854.8,10.97,4.1,101.91,93.74,108.31,Drone Swarm
415.79,19.71,2.34,80.46,80.24,90.15,Drone Swarm
865.67,22.82,0.37,46.11,48.91,41.55,Single Drone
175.58,16.6,0.02,27.55,38.7,0.0,Bird
900.78,45.54,0.19,46.28,53.14,26.12,Single Drone
931.36,41.31,0.5,59.55,55.65,42.24,Single Drone
444.92,21.76,2.69,82.67,86.58,89.76,Drone Swarm
502.96,26.84,4.12,81.53,96.41,78.39,Drone Swarm
571.7,40.96,3.9,90.82,84.74,73.94,Drone Swarm
387.52,14.7,0.18,55.89,54.96,41.91,Single Drone
428.06,37.43,4.57,107.22,98.02,81.5,Drone Swarm
25.24,22.36,0.04,24.49,40.63,0.0,Bird
134.15,47.65,0.28,57.63,48.78,23.32,Single Drone
946.45,11.37,3.24,98.55,92.48,112.57,Drone Swarm
131.77,24.83,0.04,13.51,38.03,0.0,Bird
960.23,18.14,0.33,57.5,56.2,26.35,Single Drone
28.89,19.53,0.04,22.6,37.13,0.0,Bird
914.69,10.06,0.2,68.74,49.43,26.16,Single Drone
630.77,24.27,0.3,53.42,55.63,52.74,Single Drone
775.45,31.0,3.97,107.43,80.95,92.96,Drone Swarm
52.61,20.9,0.05,23.88,38.17,0.0,Bird
883.07,40.44,5.85,95.87,86.96,73.06,Drone Swarm
869.28,14.53,4.72,79.93,98.15,87.73,Drone Swarm
144.38,24.13,0.04,15.93,37.62,0.0,Bird
623.25,39.05,4.63,77.82,88.18,88.62,Drone Swarm
796.51,18.56,3.46,86.91,70.69,89.64,Drone Swarm
57.82,24.62,2.56,98.37,83.47,93.19,Drone Swarm
648.16,33.41,4.24,86.56,84.7,113.45,Drone Swarm
161.59,15.87,2.18,76.84,98.29,86.42,Drone Swarm
183.52,5.79,0.04,20.71,39.39,0.0,Bird
47.76,9.67,0.03,22.2,40.38,0.0,Bird
250.86,32.02,0.33,60.05,45.4,33.78,Single Drone
108.85,18.24,0.35,61.89,64.6,36.67,Single Drone
74.75,11.74,0.05,28.02,41.73,0.0,Bird
72.46,14.94,0.03,27.2,40.83,0.0,Bird
996.34,30.33,2.73,81.55,90.1,97.83,Drone Swarm
662.89,17.77,0.18,62.65,52.08,47.7,Single Drone
142.65,15.38,0.04,15.73,40.0,0.0,Bird
881.23,17.37,5.82,84.29,96.02,80.39,Drone Swarm
919.42,26.98,5.54,93.14,98.78,95.85,Drone Swarm
311.29,35.47,2.4,100.94,74.78,102.81,Drone Swarm
356.22,33.32,2.73,106.19,82.11,95.84,Drone Swarm
388.37,10.29,5.49,105.73,92.72,82.12,Drone Swarm
883.86,18.62,0.28,63.81,47.59,23.36,Single Drone
840.77,32.81,0.39,52.96,62.04,29.16,Single Drone
11.75,20.41,0.05,26.76,39.39,0.0,Bird
109.38,13.52,0.05,20.03,41.64,0.0,Bird
692.42,16.54,2.24,76.74,80.93,100.6,Drone Swarm
88.82,10.7,0.02,29.46,40.75,0.0,Bird
804.31,11.58,0.13,51.64,49.93,39.74,Single Drone
12.47,12.11,0.03,20.81,37.45,0.0,Bird
14.42,15.3,0.04,13.75,41.2,0.0,Bird
237.32,23.49,0.14,52.11,61.42,34.9,Single Drone
527.4,23.91,5.3,100.08,70.11,74.2,Drone Swarm
518.77,41.63,2.5,87.41,93.03,101.03,Drone Swarm
63.59,20.47,0.02,14.87,41.8,0.0,Bird
178.55,19.99,0.03,12.05,39.22,0.0,Bird
237.68,30.54,0.45,43.82,61.38,52.4,Single Drone
36.38,18.85,0.04,29.03,39.88,0.0,Bird
38.58,23.54,0.04,14.22,37.11,0.0,Bird
993.7,25.55,5.99,95.0,98.45,117.91,Drone Swarm
32.24,22.36,0.05,21.74,40.99,0.0,Bird
277.83,20.33,0.29,43.17,60.1,39.88,Single Drone
136.07,13.92,0.04,24.97,39.71,0.0,Bird
127.83,12.47,0.02,22.14,40.47,0.0,Bird
486.34,22.33,0.18,66.32,59.74,54.75,Single Drone
243.0,44.87,4.11,100.88,93.69,117.08,Drone Swarm
106.12,15.24,0.03,21.9,37.3,0.0,Bird
955.37,12.48,5.9,80.22,90.65,118.41,Drone Swarm
692.79,41.52,0.34,47.23,59.57,53.97,Single Drone
944.27,42.11,0.47,44.48,59.42,39.79,Single Drone
910.2,41.16,1.71,86.03,75.28,115.48,Drone Swarm
820.15,19.9,0.48,64.65,58.48,25.06,Single Drone
155.06,13.9,5.22,82.17,97.52,105.97,Drone Swarm
22.08,22.58,0.05,21.75,40.74,0.0,Bird
925.64,39.43,3.64,102.29,82.05,72.84,Drone Swarm
717.5,21.74,3.35,93.12,74.43,77.19,Drone Swarm
126.25,18.95,0.05,15.72,39.06,0.0,Bird
819.48,48.71,0.34,57.27,62.53,52.56,Single Drone
311.34,40.2,0.31,63.16,58.94,32.39,Single Drone
277.05,29.92,0.24,51.68,62.49,21.03,Single Drone
789.48,24.02,5.24,101.61,84.86,103.61,Drone Swarm
251.48,40.65,0.33,66.81,58.54,27.92,Single Drone
50.84,15.36,0.04,24.19,40.54,0.0,Bird
659.49,22.57,4.62,107.41,98.78,117.77,Drone Swarm
29.78,20.22,0.01,14.41,37.9,0.0,Bird
450.63,17.93,0.19,53.22,63.73,29.65,Single Drone
137.71,8.17,0.02,28.73,39.7,0.0,Bird
317.57,35.93,3.93,81.55,82.21,80.6,Drone Swarm
134.02,5.19,0.03,28.33,38.71,0.0,Bird
941.66,22.83,3.29,98.9,92.35,105.17,Drone Swarm
549.05,22.07,0.44,40.29,47.56,45.03,Single Drone
348.75,19.52,3.43,84.18,98.61,91.22,Drone Swarm
710.64,36.03,5.04,106.31,92.73,81.62,Drone Swarm
423.31,15.23,3.57,102.09,77.91,90.47,Drone Swarm
552.36,38.07,3.94,77.22,96.83,87.05,Drone Swarm
107.86,35.9,0.45,53.31,62.68,52.24,Single Drone
65.71,34.27,3.84,103.78,75.86,77.03,Drone Swarm
20.7,9.31,0.03,23.94,39.08,0.0,Bird
307.2,36.79,3.17,87.11,71.74,84.81,Drone Swarm
78.11,9.37,0.05,13.1,40.84,0.0,Bird
919.19,39.73,3.63,88.72,95.09,72.03,Drone Swarm
465.83,28.88,0.42,50.09,62.18,37.9,Single Drone
165.31,24.16,0.05,20.28,41.83,0.0,Bird
315.17,33.08,0.39,66.46,55.68,29.24,Single Drone
145.2,26.06,3.06,99.74,88.34,83.47,Drone Swarm
491.05,15.28,5.76,79.61,95.57,104.16,Drone Swarm
32.45,8.27,0.04,17.37,37.31,0.0,Bird
181.0,7.95,0.03,22.05,40.71,0.0,Bird
480.24,38.36,0.19,59.92,50.16,57.61,Single Drone
819.7,23.07,2.98,93.08,89.95,91.36,Drone Swarm
186.61,24.9,0.02,16.24,38.6,0.0,Bird
447.98,18.61,0.12,46.47,57.13,55.6,Single Drone
118.61,23.46,0.01,28.58,37.7,0.0,Bird
369.87,12.51,2.24,92.45,88.49,99.37,Drone Swarm
70.75,22.79,0.3,45.68,56.3,47.09,Single Drone
195.41,22.42,0.03,17.01,37.4,0.0,Bird
40.55,24.94,0.05,22.21,37.29,0.0,Bird
691.96,21.52,4.37,106.91,75.14,86.76,Drone Swarm
431.37,12.57,5.92,109.52,98.17,87.98,Drone Swarm
867.57,34.8,2.38,94.56,95.67,102.46,Drone Swarm
883.27,45.53,0.24,66.63,60.49,23.61,Single Drone
43.92,14.23,0.05,28.69,41.42,0.0,Bird
607.27,35.36,0.18,58.66,48.1,44.24,Single Drone
190.21,16.86,0.04,16.92,38.86,0.0,Bird
587.56,18.27,0.18,61.75,62.83,22.22,Single Drone
224.9,32.89,0.12,53.01,56.2,38.82,Single Drone
180.47,16.64,0.05,28.28,41.36,0.0,Bird
980.96,12.96,0.4,43.12,51.14,54.71,Single Drone
323.74,19.54,2.32,89.52,99.55,116.51,Drone Swarm
536.98,30.04,0.13,40.42,45.9,21.68,Single Drone
129.24,5.12,0.02,28.43,39.85,0.0,Bird
92.86,19.44,0.04,17.9,41.58,0.0,Bird
673.42,29.52,5.73,109.68,76.05,108.71,Drone Swarm
133.49,24.73,0.03,19.7,38.69,0.0,Bird
56.82,13.74,0.04,16.75,40.66,0.0,Bird
935.65,28.83,0.28,68.28,50.87,21.72,Single Drone
490.74,29.67,0.3,40.29,59.59,44.49,Single Drone
609.01,48.32,0.1,50.51,48.49,34.74,Single Drone
158.89,8.36,0.05,20.76,40.37,0.0,Bird
122.14,7.71,0.03,11.03,40.24,0.0,Bird
878.43,43.33,5.33,104.29,76.31,77.36,Drone Swarm
367.37,28.48,1.85,76.72,77.13,113.52,Drone Swarm
55.63,7.73,0.03,16.56,41.83,0.0,Bird
845.08,41.92,2.97,85.39,99.29,105.34,Drone Swarm
85.9,13.86,3.13,88.95,87.15,74.65,Drone Swarm
708.26,38.39,0.48,59.4,62.13,39.5,Single Drone
111.79,41.02,2.65,79.8,79.75,84.28,Drone Swarm
87.98,20.8,0.05,22.17,39.04,0.0,Bird
